,city,driver_count,type,date,fare,ride_id
376,Reynoldsfurt,67,Urban,2018-03-10 20:10:03,4.1,5690725376594
377,Reynoldsfurt,67,Urban,2018-03-29 17:35:50,31.43,9922313993736
378,Reynoldsfurt,67,Urban,2018-04-12 01:13:32,21.18,7471389630684
379,Reynoldsfurt,67,Urban,2018-03-14 16:29:50,35.65,9907094547309
380,Reynoldsfurt,67,Urban,2018-02-02 02:52:44,29.07,1864214108957
381,Reynoldsfurt,67,Urban,2018-01-21 16:07:25,25.19,1033224475506
382,Reynoldsfurt,67,Urban,2018-02-13 10:29:16,7.43,5244425698113
383,Reynoldsfurt,67,Urban,2018-03-21 17:25:09,11.97,9406113555740
384,Reynoldsfurt,67,Urban,2018-02-03 10:14:24,6.34,5560686093253
385,Reynoldsfurt,67,Urban,2018-04-11 23:49:34,38.35,6517888893678
386,Reynoldsfurt,67,Urban,2018-02-09 17:49:45,21.02,6197091221286
387,Reynoldsfurt,67,Urban,2018-02-14 11:25:10,39.4,9070692324754
388,Port David,7,Urban,2018-03-17 14:42:43,33.11,1025683688009
389,Port David,7,Urban,2018-03-07 18:37:30,42.04,9905958460368
390,Port David,7,Urban,2018-03-27 11:56:08,15.64,5338482988567
391,Port David,7,Urban,2018-01-02 11:51:32,7.45,6148349878448
392,Port David,7,Urban,2018-01-07 20:03:19,20.49,5846260665949
393,Port David,7,Urban,2018-03-24 21:58:25,28.84,5266776204034
394,Port David,7,Urban,2018-02-24 22:20:33,35.63,3354533588717
395,Port David,7,Urban,2018-04-10 14:27:37,26.68,5361385420513
396,Port David,7,Urban,2018-02-18 14:47:10,20.16,1847433349462
397,Port David,7,Urban,2018-04-02 16:53:49,41.14,2694440573613
398,Port David,7,Urban,2018-02-11 23:07:39,10.05,6921950351964
399,Port David,7,Urban,2018-03-04 00:41:43,23.7,6492204643079
400,Port David,7,Urban,2018-03-27 00:20:58,18.43,4635592843405
401,Port David,7,Urban,2018-02-11 11:59:08,38.0,7772695039643
402,Port David,7,Urban,2018-03-24 16:37:10,25.65,2084689891157
403,Port David,7,Urban,2018-02-03 01:11:12,21.2,571426064278
404,Port David,7,Urban,2018-04-07 23:44:31,39.51,5955263794133
405,Port David,7,Urban,2018-03-14 09:28:52,9.22,3636094509357
406,Port David,7,Urban,2018-01-21 02:29:36,32.92,857956984195
407,Port David,7,Urban,2018-04-12 05:32:59,35.51,2988691809424
408,Port David,7,Urban,2018-03-03 11:38:05,13.41,6413543746665
409,Port David,7,Urban,2018-04-22 23:30:50,30.03,7355586586718
410,New Kimberlyborough,33,Urban,2018-02-07 01:10:11,9.34,7992781920789
411,New Kimberlyborough,33,Urban,2018-04-25 22:58:38,29.67,4823568522144
412,New Kimberlyborough,33,Urban,2018-03-14 16:47:25,27.9,6750798028086
413,New Kimberlyborough,33,Urban,2018-03-16 01:38:48,17.19,2770472867019
414,New Kimberlyborough,33,Urban,2018-05-01 13:56:38,22.59,9250925234627
415,New Kimberlyborough,33,Urban,2018-03-29 20:35:12,42.51,8296939454553
416,New Kimberlyborough,33,Urban,2018-02-09 05:48:26,39.55,6010050950112
417,New Kimberlyborough,33,Urban,2018-01-30 21:46:18,29.09,8587116438511
418,New Kimberlyborough,33,Urban,2018-01-05 09:33:59,39.47,2812686066656
419,New Kimberlyborough,33,Urban,2018-03-10 13:55:17,10.83,1558582913618
420,New Kimberlyborough,33,Urban,2018-01-08 18:59:23,13.34,626984358861
421,New Kimberlyborough,33,Urban,2018-03-19 07:17:50,15.78,6414956560879
422,New Kimberlyborough,33,Urban,2018-04-03 16:27:42,14.73,9083112202235
423,New Kimberlyborough,33,Urban,2018-04-11 10:38:15,12.01,135528560801
424,New Kimberlyborough,33,Urban,2018-03-19 15:25:24,27.37,533038154167
425,New Kimberlyborough,33,Urban,2018-01-07 05:12:12,15.22,7020071980202
426,New Kimberlyborough,33,Urban,2018-03-28 12:48:55,10.91,935421621766
427,New Kimberlyborough,33,Urban,2018-03-02 18:56:47,6.08,3872922863721
428,New Kimberlyborough,33,Urban,2018-04-29 07:38:14,9.08,3171924269846
429,New Kimberlyborough,33,Urban,2018-02-09 13:28:12,6.43,6447146283593
430,New Kimberlyborough,33,Urban,2018-04-24 18:35:25,28.87,7937084886066
431,New Kimberlyborough,33,Urban,2018-01-27 14:49:59,23.09,5575542360660
432,New Kimberlyborough,33,Urban,2018-04-01 12:09:20,10.76,9128314710444
433,New Kimberlyborough,33,Urban,2018-04-28 12:48:34,33.35,9501644249110
434,New Kimberlyborough,33,Urban,2018-04-01 04:31:44,35.11,8275820093507
435,New Kimberlyborough,33,Urban,2018-03-13 09:48:42,14.84,1839171122889
436,New Kimberlyborough,33,Urban,2018-04-03 20:23:26,33.74,6329063149216
437,New Kimberlyborough,33,Urban,2018-02-05 11:23:41,18.02,3979116091493
438,New Kimberlyborough,33,Urban,2018-04-24 02:21:17,37.73,2211216902202
439,New Kimberlyborough,33,Urban,2018-04-03 03:36:16,43.07,5603777741586
440,Carriemouth,52,Urban,2018-02-25 08:26:25,32.37,6918425016992
441,Carriemouth,52,Urban,2018-03-11 21:35:00,16.78,1519393006937
442,Carriemouth,52,Urban,2018-04-04 13:22:44,12.91,4276692439725
443,Carriemouth,52,Urban,2018-04-28 14:28:36,11.46,6991852632799
444,Carriemouth,52,Urban,2018-02-21 16:38:59,44.18,4528590417948
445,Carriemouth,52,Urban,2018-03-02 15:40:25,28.04,5138542326977
446,Carriemouth,52,Urban,2018-03-21 15:40:04,44.64,9560844852216
447,Carriemouth,52,Urban,2018-05-01 04:53:47,10.97,8792105073561
448,Carriemouth,52,Urban,2018-03-27 02:11:44,38.69,4407120983828
449,Carriemouth,52,Urban,2018-01-15 06:27:59,24.13,7417680158298
450,Carriemouth,52,Urban,2018-05-08 04:20:00,21.99,117997692054
451,Carriemouth,52,Urban,2018-02-04 00:29:52,24.87,6015598860404
452,Carriemouth,52,Urban,2018-02-17 05:01:00,22.66,3717939611043
453,Carriemouth,52,Urban,2018-01-04 15:56:18,31.99,4872537912318
454,Carriemouth,52,Urban,2018-04-28 09:25:03,37.35,4812351487449
455,Carriemouth,52,Urban,2018-04-01 00:35:10,27.84,6589827440342
456,Carriemouth,52,Urban,2018-03-08 13:35:49,34.32,7984921253550
457,Carriemouth,52,Urban,2018-03-26 10:39:21,26.91,7852477915591
458,Carriemouth,52,Urban,2018-02-21 15:09:30,23.48,4757309916575
459,Carriemouth,52,Urban,2018-02-26 05:24:14,19.05,1954595027791
460,Carriemouth,52,Urban,2018-04-18 17:01:19,37.63,7736868729205
461,Carriemouth,52,Urban,2018-04-15 08:00:48,40.03,2667929739732
462,Carriemouth,52,Urban,2018-03-08 09:53:56,37.81,7350661461430
463,Carriemouth,52,Urban,2018-05-04 10:28:25,41.54,1102333782246
464,Carriemouth,52,Urban,2018-04-05 02:03:50,38.17,8161204669836
465,Carriemouth,52,Urban,2018-04-27 20:41:36,8.28,451752270898
466,Carriemouth,52,Urban,2018-03-25 21:25:47,26.4,4293523822822
467,Rogerston,25,Urban,2018-05-08 01:54:18,32.69,1643407853276
468,Rogerston,25,Urban,2018-02-23 19:13:13,14.04,7647140329924
469,Rogerston,25,Urban,2018-03-24 02:56:21,39.6,9196190355530
470,Rogerston,25,Urban,2018-03-16 20:49:51,43.82,4718959573846
471,Rogerston,25,Urban,2018-03-02 00:54:29,25.14,1722619288127
472,Rogerston,25,Urban,2018-01-03 21:45:19,36.28,7090350986768
473,Rogerston,25,Urban,2018-02-14 05:24:26,19.42,8770692552959
474,Rogerston,25,Urban,2018-04-01 09:27:03,28.54,9963100218298
475,Rogerston,25,Urban,2018-03-18 12:47:22,8.58,4178975305980
476,Rogerston,25,Urban,2018-01-30 21:18:50,8.87,5686977709839
477,Rogerston,25,Urban,2018-03-19 16:58:45,29.88,3979709415828
478,Rogerston,25,Urban,2018-03-14 14:43:06,10.29,7434755865561
479,Rogerston,25,Urban,2018-03-08 03:46:09,17.81,8564688877511
480,Rogerston,25,Urban,2018-02-16 02:04:26,20.64,8147119935068
481,Rogerston,25,Urban,2018-01-16 08:38:21,31.34,132229043541
482,Rogerston,25,Urban,2018-03-26 04:27:13,13.97,2819922682847
483,Rogerston,25,Urban,2018-01-23 18:16:39,21.64,3849704287167
484,Rogerston,25,Urban,2018-01-27 19:45:00,13.4,9764361764025
485,Rogerston,25,Urban,2018-03-07 12:09:53,27.26,9445963524322
486,Rogerston,25,Urban,2018-02-27 03:58:02,27.4,6535366485146
487,Rogerston,25,Urban,2018-01-26 14:42:49,11.13,9117397855777
488,Rogerston,25,Urban,2018-02-03 21:09:45,4.41,1718712551725
489,Jerryton,64,Urban,2018-03-03 17:50:23,28.08,6003411645536
490,Jerryton,64,Urban,2018-01-04 16:38:59,37.2,5637872466976
491,Jerryton,64,Urban,2018-01-05 15:36:46,37.91,1587079787234
492,Jerryton,64,Urban,2018-04-13 21:47:30,32.08,8499177647057
493,Jerryton,64,Urban,2018-03-27 12:48:21,13.29,8959844730593
494,Jerryton,64,Urban,2018-01-27 14:46:26,29.08,6160527574249
495,Jerryton,64,Urban,2018-04-29 02:49:02,41.27,902958428816
496,Jerryton,64,Urban,2018-01-07 12:05:30,7.86,707330492023
497,Jerryton,64,Urban,2018-05-01 17:20:29,4.97,8096395372343
498,Jerryton,64,Urban,2018-01-27 05:35:02,5.21,2366544103859
499,Jerryton,64,Urban,2018-01-16 17:13:34,22.26,974452603143
500,Jerryton,64,Urban,2018-02-14 19:48:48,24.49,3080437772609
501,Jerryton,64,Urban,2018-02-28 01:14:01,36.87,3091056853372
502,Jerryton,64,Urban,2018-01-06 12:30:31,27.71,9044741327560
503,Jerryton,64,Urban,2018-02-01 16:39:33,37.7,9580453081562
504,Jerryton,64,Urban,2018-03-20 01:28:13,15.37,931767662333
505,Jerryton,64,Urban,2018-04-18 06:08:08,42.8,2662884342881
506,Jerryton,64,Urban,2018-03-04 14:14:36,22.91,3498905000817
507,Jerryton,64,Urban,2018-02-20 18:45:32,28.24,4147224282549
508,Jerryton,64,Urban,2018-03-07 05:24:37,15.82,8112351353413
509,Jerryton,64,Urban,2018-03-25 12:14:58,9.64,9483701056322
510,Jerryton,64,Urban,2018-02-19 13:59:12,21.27,2523553025606
511,Jerryton,64,Urban,2018-03-23 08:27:26,37.89,4275221969665
512,Jerryton,64,Urban,2018-04-20 18:57:54,29.84,8129673900768
513,Jerryton,64,Urban,2018-03-24 12:17:30,31.47,5424245579315
514,Loganberg,23,Urban,2018-04-01 01:06:03,8.23,678728883160
515,Loganberg,23,Urban,2018-01-07 19:02:38,16.26,9045377966666
516,Loganberg,23,Urban,2018-01-21 16:26:37,22.86,1954301151475
517,Loganberg,23,Urban,2018-03-16 11:46:25,23.99,9492898520301
518,Loganberg,23,Urban,2018-03-27 13:32:59,4.72,6120689505628
519,Loganberg,23,Urban,2018-01-25 01:59:40,26.03,9123752490460
520,Loganberg,23,Urban,2018-01-20 01:34:06,38.66,7239150907201
521,Loganberg,23,Urban,2018-01-11 04:27:00,44.34,1376539129772
522,Loganberg,23,Urban,2018-04-10 04:59:53,35.97,8828009078941
523,Loganberg,23,Urban,2018-01-13 23:53:09,41.86,7045605197277
524,Loganberg,23,Urban,2018-02-17 07:58:51,44.47,3541067049177
525,Loganberg,23,Urban,2018-01-31 23:29:52,13.69,4066009191862
526,Loganberg,23,Urban,2018-04-04 08:04:07,25.93,186095541779
527,Loganberg,23,Urban,2018-01-05 14:35:09,5.92,5327695501243
528,Loganberg,23,Urban,2018-04-18 17:41:28,22.51,3208043296870
529,Loganberg,23,Urban,2018-01-12 05:07:59,36.82,1078107100946
530,Loganberg,23,Urban,2018-05-05 17:29:14,30.47,7769257115143
531,Loganberg,23,Urban,2018-02-02 23:09:57,7.12,1273504899848
532,Loganberg,23,Urban,2018-04-03 09:30:45,5.16,9234858994858
533,Loganberg,23,Urban,2018-02-21 13:09:31,7.49,641484440175
534,Loganberg,23,Urban,2018-02-18 11:58:27,23.98,9369013244643
535,Loganberg,23,Urban,2018-04-23 09:19:40,32.4,2448427854987
536,Loganberg,23,Urban,2018-04-18 11:16:27,16.36,4728835123393
537,Loganberg,23,Urban,2018-01-03 06:49:15,34.42,237725006820
538,Loganberg,23,Urban,2018-02-20 09:42:19,41.16,4360659646407
539,Loganberg,23,Urban,2018-03-30 21:22:58,40.8,3172019974706
540,Loganberg,23,Urban,2018-01-31 15:03:08,20.36,1816764262702
541,Loganberg,23,Urban,2018-02-21 18:53:29,36.21,8542273339484
542,Simpsonburgh,21,Urban,2018-04-26 00:43:24,35.98,111953927754
543,Simpsonburgh,21,Urban,2018-01-19 23:06:27,15.83,233191052705
544,Simpsonburgh,21,Urban,2018-03-22 08:56:23,22.05,3495175591045
545,Simpsonburgh,21,Urban,2018-04-03 08:47:52,4.74,8556334983479
546,Simpsonburgh,21,Urban,2018-02-05 16:02:12,25.58,2038696705617
547,Simpsonburgh,21,Urban,2018-01-12 04:35:48,24.83,3151662422628
548,Simpsonburgh,21,Urban,2018-04-26 09:31:22,33.71,2597478534819
549,Simpsonburgh,21,Urban,2018-04-01 04:02:50,25.65,2869643436519
550,Simpsonburgh,21,Urban,2018-04-12 19:38:44,22.45,7811391600020
551,Simpsonburgh,21,Urban,2018-03-31 11:49:06,24.16,9709763173877
552,Simpsonburgh,21,Urban,2018-02-14 22:52:40,30.0,7644620182703
553,Simpsonburgh,21,Urban,2018-04-28 10:54:14,10.07,2994799721179
554,Simpsonburgh,21,Urban,2018-02-27 00:58:18,13.38,1577917546598
555,Simpsonburgh,21,Urban,2018-01-06 02:20:49,27.2,3681834566855
556,Simpsonburgh,21,Urban,2018-01-18 12:48:39,15.36,5195666026077
557,Simpsonburgh,21,Urban,2018-01-31 05:16:40,39.23,3697086244830
558,Simpsonburgh,21,Urban,2018-03-04 11:08:21,23.33,999763197952
559,Simpsonburgh,21,Urban,2018-02-15 09:18:12,4.63,60590634054
560,Simpsonburgh,21,Urban,2018-04-26 22:20:18,29.22,4452627021726
561,Simpsonburgh,21,Urban,2018-05-04 11:41:43,33.11,2860856883893
562,Simpsonburgh,21,Urban,2018-01-23 20:35:28,39.95,1108660251073
563,Simpsonburgh,21,Urban,2018-01-08 05:59:56,13.01,9413350107687
564,Simpsonburgh,21,Urban,2018-01-05 16:36:19,39.44,252491764873
565,Simpsonburgh,21,Urban,2018-03-03 08:45:54,7.63,4176780124147
566,Port Frank,23,Urban,2018-02-02 14:14:37,41.47,6746609056348
567,Port Frank,23,Urban,2018-04-19 19:35:08,26.47,6722706570956
568,Port Frank,23,Urban,2018-04-06 21:38:50,18.08,5474889861628
569,Port Frank,23,Urban,2018-01-08 23:51:25,42.13,2099160507410
570,Port Frank,23,Urban,2018-02-05 10:34:09,20.1,4443074322856
571,Port Frank,23,Urban,2018-02-18 18:49:51,39.06,7301845642275
572,Port Frank,23,Urban,2018-03-16 20:54:05,30.24,1454211942922
573,Port Frank,23,Urban,2018-03-26 19:09:42,28.83,889804632019
574,Port Frank,23,Urban,2018-02-10 08:14:32,40.82,6386241535933
575,Port Frank,23,Urban,2018-04-02 15:48:32,13.55,4849705700770
576,Port Frank,23,Urban,2018-04-25 23:04:28,19.43,7792158774140
577,Port Frank,23,Urban,2018-01-27 13:40:02,38.97,5944395790403
578,Port Frank,23,Urban,2018-02-17 13:21:47,32.44,5387351568133
579,Port Frank,23,Urban,2018-01-14 09:19:05,43.27,491472563955
580,Port Frank,23,Urban,2018-04-06 20:51:23,21.02,9714376208717
581,Port Frank,23,Urban,2018-03-05 00:42:17,36.35,9213719236849
582,Port Frank,23,Urban,2018-03-09 16:59:41,6.5,2109093047409
583,Port Frank,23,Urban,2018-04-04 11:46:40,39.39,7967483376646
584,Port Frank,23,Urban,2018-04-05 07:22:06,14.21,8366078746939
585,Port Frank,23,Urban,2018-04-05 15:44:01,36.08,345798180405
586,Port Frank,23,Urban,2018-04-18 00:39:00,33.73,2262735363722
587,Port Frank,23,Urban,2018-02-28 07:39:56,33.83,1263734830322
588,Port Frank,23,Urban,2018-01-19 13:08:46,4.86,5084604122837
589,Port Frank,23,Urban,2018-02-26 05:03:19,25.18,7280804922163
590,Port Frank,23,Urban,2018-01-05 18:22:02,35.35,1918776405433
591,Port Frank,23,Urban,2018-05-03 20:22:47,21.11,9063920293861
592,Port Frank,23,Urban,2018-03-19 15:21:28,22.63,9908378465166
593,Port Frank,23,Urban,2018-01-16 22:42:03,11.97,8711333582560
594,Port Frank,23,Urban,2018-02-21 18:44:23,19.81,2185137282852
595,Port Frank,23,Urban,2018-01-18 11:45:12,19.98,4493440036641
596,Port Frank,23,Urban,2018-01-15 07:42:59,30.93,8726143802098
597,Port Frank,23,Urban,2018-02-06 03:34:57,34.86,3935964262850
598,Port Frank,23,Urban,2018-04-28 09:03:54,15.0,7321190762923
599,South Latoya,10,Urban,2018-03-11 12:26:48,9.52,1994999424437
600,South Latoya,10,Urban,2018-01-11 18:44:14,27.41,8662301917375
601,South Latoya,10,Urban,2018-02-12 16:32:49,30.22,7388420725356
602,South Latoya,10,Urban,2018-03-02 06:06:17,10.35,338288902823
603,South Latoya,10,Urban,2018-03-19 16:19:22,31.72,363818381250
604,South Latoya,10,Urban,2018-01-18 20:09:27,10.98,7144193668593
605,South Latoya,10,Urban,2018-03-19 22:03:13,40.29,660212576580
606,South Latoya,10,Urban,2018-02-12 22:59:02,5.54,839760150140
607,South Latoya,10,Urban,2018-03-19 07:54:20,30.03,9560331347461
608,South Latoya,10,Urban,2018-02-12 16:31:30,28.92,5779826808279
609,South Latoya,10,Urban,2018-01-02 00:44:03,43.72,390121563394
610,South Latoya,10,Urban,2018-01-31 23:20:52,14.82,6963441669653
611,South Latoya,10,Urban,2018-03-29 22:54:21,5.93,2624300505522
612,South Latoya,10,Urban,2018-02-09 20:42:42,12.17,9006323786141
613,South Latoya,10,Urban,2018-03-04 12:20:13,5.04,9877402838460
614,South Latoya,10,Urban,2018-01-18 06:04:47,5.69,701359361728
615,South Latoya,10,Urban,2018-02-25 23:06:10,25.87,4911564763064
616,South Latoya,10,Urban,2018-03-13 01:15:48,16.01,2755056904274
617,South Latoya,10,Urban,2018-04-22 12:29:10,27.54,3391380718287
618,West Samuelburgh,73,Urban,2018-05-03 14:33:41,41.12,7330842806458
619,West Samuelburgh,73,Urban,2018-05-02 13:55:01,38.77,2931685225267
620,West Samuelburgh,73,Urban,2018-03-03 03:17:20,25.17,1781749929829
621,West Samuelburgh,73,Urban,2018-03-03 16:07:24,27.48,100530645822
622,West Samuelburgh,73,Urban,2018-03-07 01:51:26,14.55,7160360480942
623,West Samuelburgh,73,Urban,2018-02-20 01:05:29,19.65,6623791282079
624,West Samuelburgh,73,Urban,2018-04-17 11:25:21,15.03,4021528530189
625,West Samuelburgh,73,Urban,2018-02-19 11:01:35,17.77,7608984799120
626,West Samuelburgh,73,Urban,2018-01-31 09:17:15,14.11,6038399993379
627,West Samuelburgh,73,Urban,2018-04-17 19:01:44,10.58,2071898775101
628,West Samuelburgh,73,Urban,2018-01-06 08:34:21,43.05,9810772317135
629,West Samuelburgh,73,Urban,2018-04-25 15:55:24,26.44,4338654863099
630,West Samuelburgh,73,Urban,2018-02-12 18:45:21,6.76,8530071327895
631,West Samuelburgh,73,Urban,2018-02-27 06:43:58,32.73,5615978341618
632,West Samuelburgh,73,Urban,2018-01-11 01:36:40,25.07,150842311533
633,West Samuelburgh,73,Urban,2018-01-16 03:43:06,14.93,501860788836
634,West Samuelburgh,73,Urban,2018-02-05 21:02:08,31.94,6733377008433
635,West Samuelburgh,73,Urban,2018-01-18 10:57:01,16.96,3936672434669
636,West Samuelburgh,73,Urban,2018-03-07 20:34:09,34.22,1129565554274
637,West Samuelburgh,73,Urban,2018-01-06 13:23:28,11.01,73344113439
638,West Samuelburgh,73,Urban,2018-02-22 22:11:39,17.35,3943007288125
639,West Samuelburgh,73,Urban,2018-01-31 17:10:41,9.67,8851666927116
640,West Samuelburgh,73,Urban,2018-04-08 12:38:45,14.52,2480520808757
641,West Samuelburgh,73,Urban,2018-03-04 12:38:49,28.18,9684553330848
642,West Samuelburgh,73,Urban,2018-02-22 18:15:39,7.13,2717847680996
643,Grahamburgh,61,Urban,2018-01-15 11:44:20,40.69,307021255892
644,Grahamburgh,61,Urban,2018-04-06 13:48:54,23.87,1468249595739
645,Grahamburgh,61,Urban,2018-02-17 09:54:44,30.25,4047930050046
646,Grahamburgh,61,Urban,2018-03-12 02:44:01,22.97,4898014437105
647,Grahamburgh,61,Urban,2018-01-09 07:00:08,13.55,5462604726666
648,Grahamburgh,61,Urban,2018-03-05 05:39:23,4.33,803728527251
649,Grahamburgh,61,Urban,2018-02-21 06:55:34,22.65,816396119895
650,Grahamburgh,61,Urban,2018-02-25 12:18:38,14.51,6157111914475
651,Grahamburgh,61,Urban,2018-01-18 07:41:16,23.35,8084539320626
652,Grahamburgh,61,Urban,2018-03-24 13:39:38,32.17,2400244207933
653,Grahamburgh,61,Urban,2018-04-20 21:40:03,40.06,5161825299392
654,Grahamburgh,61,Urban,2018-03-04 22:51:36,34.93,5941003515564
655,Grahamburgh,61,Urban,2018-03-27 22:14:21,4.63,7324442340207
656,Grahamburgh,61,Urban,2018-04-29 21:20:41,13.59,3200697602557
657,Grahamburgh,61,Urban,2018-01-28 15:40:18,44.91,258537071837
658,Grahamburgh,61,Urban,2018-04-03 13:27:12,5.09,8563291978035
659,Grahamburgh,61,Urban,2018-03-16 10:03:25,30.66,4739685866279
660,Grahamburgh,61,Urban,2018-02-08 13:28:19,10.63,3654329505875
661,Grahamburgh,61,Urban,2018-03-19 14:30:39,33.14,4377426125867
662,Grahamburgh,61,Urban,2018-02-23 14:58:29,41.98,3687572775641
663,Grahamburgh,61,Urban,2018-02-02 03:52:20,22.53,6583081396582
664,Grahamburgh,61,Urban,2018-03-11 08:09:20,34.53,1668089072869
665,Grahamburgh,61,Urban,2018-02-16 12:22:02,30.23,5124138921138
666,Grahamburgh,61,Urban,2018-04-10 01:16:25,37.67,1448865682495
667,Grahamburgh,61,Urban,2018-01-03 15:37:24,17.61,7877228075348
668,West Patrickchester,25,Urban,2018-03-19 05:46:20,40.86,898889456779
669,West Patrickchester,25,Urban,2018-03-07 15:47:07,23.66,3066093529306
670,West Patrickchester,25,Urban,2018-01-14 01:15:16,24.82,5934939559689
671,West Patrickchester,25,Urban,2018-02-09 05:54:52,16.1,9112333244288
672,West Patrickchester,25,Urban,2018-03-06 04:19:59,32.37,3684669591726
673,West Patrickchester,25,Urban,2018-04-13 19:49:03,33.33,1834060234971
674,West Patrickchester,25,Urban,2018-04-19 03:26:10,44.5,8638322986256
675,West Patrickchester,25,Urban,2018-02-12 16:33:18,22.64,4553727088647
676,West Patrickchester,25,Urban,2018-01-21 14:48:10,19.44,2088367820569
677,West Patrickchester,25,Urban,2018-03-17 04:51:53,17.38,3066494740812
678,West Patrickchester,25,Urban,2018-05-03 01:24:27,44.85,9421076208137
679,West Patrickchester,25,Urban,2018-04-07 17:41:37,33.9,3859130440081
680,West Patrickchester,25,Urban,2018-03-06 00:02:29,31.33,2574123507602
681,West Patrickchester,25,Urban,2018-03-02 20:29:14,25.28,8920708170312
682,West Patrickchester,25,Urban,2018-02-16 02:15:20,12.15,9177372989576
683,West Patrickchester,25,Urban,2018-04-18 11:41:23,29.12,8009822638677
684,North Madeline,19,Urban,2018-04-05 18:23:53,29.69,240702560536
685,North Madeline,19,Urban,2018-02-25 04:32:14,13.58,4932836345153
686,North Madeline,19,Urban,2018-04-07 08:54:49,32.99,1819348275778
687,North Madeline,19,Urban,2018-03-04 17:20:57,21.38,9544488245764
688,North Madeline,19,Urban,2018-04-12 13:57:21,7.77,9273340476908
689,North Madeline,19,Urban,2018-04-30 16:02:17,37.48,2508127842117
690,North Madeline,19,Urban,2018-01-29 16:12:52,17.57,2596456211339
691,North Madeline,19,Urban,2018-01-12 09:42:16,20.82,8114793919394
692,North Madeline,19,Urban,2018-01-14 03:43:39,31.88,8713001121613
693,North Madeline,19,Urban,2018-01-26 02:37:54,5.59,3676436575718
694,North Madeline,19,Urban,2018-05-02 23:25:49,11.94,7526664843423
695,North Madeline,19,Urban,2018-04-07 06:50:30,11.92,737334504750
696,North Madeline,19,Urban,2018-03-31 03:35:12,21.24,654159976343
697,North Madeline,19,Urban,2018-01-28 09:57:41,42.24,583417289652
698,North Madeline,19,Urban,2018-03-06 19:26:01,26.34,1883857992679
699,North Madeline,19,Urban,2018-03-04 22:29:22,6.19,546550288142
700,North Madeline,19,Urban,2018-04-15 10:02:03,37.6,3895257821808
701,North Madeline,19,Urban,2018-04-08 20:26:29,25.79,9441483043169
702,North Madeline,19,Urban,2018-02-16 15:06:13,37.75,1453604070822
703,North Madeline,19,Urban,2018-04-04 06:42:02,25.38,6907041134302
704,North Madeline,19,Urban,2018-05-03 00:07:06,16.44,212158091636
705,North Madeline,19,Urban,2018-02-04 18:56:51,9.84,9479830048819
706,North Madeline,19,Urban,2018-03-01 04:34:54,20.8,1575104438305
707,North Madeline,19,Urban,2018-02-27 11:42:19,36.87,9531911098356
708,North Madeline,19,Urban,2018-01-30 18:20:22,16.5,8651911600616
709,South Jack,46,Urban,2018-03-06 04:28:35,34.58,3908451377344
710,South Jack,46,Urban,2018-04-24 19:33:56,38.04,2197989679742
711,South Jack,46,Urban,2018-03-30 20:21:59,4.2,4817670763151
712,South Jack,46,Urban,2018-02-01 22:32:07,28.37,3372008354124
713,South Jack,46,Urban,2018-01-31 02:51:29,21.75,6971155853312
714,South Jack,46,Urban,2018-01-05 11:31:02,13.14,6809752015805
715,South Jack,46,Urban,2018-01-14 17:06:37,40.65,5440570608100
716,South Jack,46,Urban,2018-01-15 05:51:27,5.58,1793901526227
717,South Jack,46,Urban,2018-03-14 17:18:02,18.66,3511595408654
718,South Jack,46,Urban,2018-01-03 23:11:22,4.95,9005601861976
719,South Jack,46,Urban,2018-02-01 11:28:27,26.72,5062167553046
720,South Jack,46,Urban,2018-03-08 08:55:38,17.17,8790956008800
721,South Jack,46,Urban,2018-02-13 09:20:17,32.64,880719000627
722,South Jack,46,Urban,2018-03-03 09:00:03,29.88,2153390332898
723,South Jack,46,Urban,2018-01-29 20:13:33,43.12,6046698489448
724,South Jack,46,Urban,2018-01-09 20:31:52,21.13,6055921836157
725,South Jack,46,Urban,2018-02-17 09:55:15,18.08,3666658839798
726,South Jack,46,Urban,2018-04-10 01:23:02,29.97,6134963889083
727,South Jack,46,Urban,2018-02-06 12:17:53,7.71,6332020411813
728,Liumouth,69,Urban,2018-01-11 17:15:17,36.78,1464517778842
729,Liumouth,69,Urban,2018-01-15 07:55:34,14.55,4379351603939
730,Liumouth,69,Urban,2018-04-12 03:38:12,43.34,7857233769715
731,Liumouth,69,Urban,2018-02-01 20:17:16,24.81,5470070391967
732,Liumouth,69,Urban,2018-03-30 03:13:00,4.66,3164443361610
733,Liumouth,69,Urban,2018-04-14 06:43:14,31.63,6166289534408
734,Liumouth,69,Urban,2018-03-22 04:06:56,33.1,3678560093519
735,Liumouth,69,Urban,2018-03-17 19:21:42,19.05,9118269983987
736,Liumouth,69,Urban,2018-04-28 00:26:35,5.42,8026921363989
737,Liumouth,69,Urban,2018-02-22 03:55:59,6.39,8116526250811
738,Liumouth,69,Urban,2018-03-06 07:44:32,23.53,2430165353440
739,Liumouth,69,Urban,2018-01-17 16:17:18,33.29,3424319492696
740,Liumouth,69,Urban,2018-02-27 18:08:19,43.31,1510929985528
741,Liumouth,69,Urban,2018-01-05 19:32:37,27.02,3773616513642
742,Liumouth,69,Urban,2018-04-11 13:52:28,15.55,6828487158380
743,Liumouth,69,Urban,2018-01-01 00:08:16,37.91,5673666505216
744,Liumouth,69,Urban,2018-01-04 03:16:36,9.1,8147675539090
